metric,absolute_infections,absolute_deaths,population,infections_(per_100.000),deaths_(per_100.000)
count,359.0,359.0,359.0,359.0,359.0
mean,443.42896935933146,11.43175487465181,7982448.0,5.555049896464484,0.1432111411768898
std,532.7191026112389,16.181415472335825,0.0,6.673630728458725,0.20271244450744705
min,1.0,0.0,7982448.0,0.012527485302754243,0.0
25%,61.5,0.0,7982448.0,0.7704403461193858,0.0
50%,157.0,3.0,7982448.0,1.966815192532416,0.03758245590826273
75%,826.0,19.0,7982448.0,10.347702860075003,0.23802222075233062
max,2243.0,76.0,7982448.0,28.099149534077764,0.9520888830093225
