metric,absolute_infections,absolute_deaths,population,infections_(per_100.000),deaths_(per_100.000)
count,337.0,337.0,337.0,337.0,337.0
mean,83.25222551928783,2.516320474777448,990509.0,8.404994353336296,0.25404317121575337
std,104.86952722582492,3.851468580986164,0.0,10.587438097566496,0.3888373130366468
min,1.0,0.0,990509.0,0.10095819422135488,0.0
25%,5.0,0.0,990509.0,0.5047909711067744,0.0
50%,27.0,1.0,990509.0,2.7258712439765818,0.10095819422135488
75%,150.0,4.0,990509.0,15.143729133203232,0.4038327768854195
max,523.0,18.0,990509.0,52.801135577768605,1.817247495984388
