metric,absolute_infections,absolute_deaths,population,relative_infections,relative_deaths
count,372.0,372.0,372.0,372.0,372.0
mean,1402.010752688172,33.956989247311824,17932651.0,0.007818201294879224,0.00018935844592811088
std,1708.6709546167492,48.03164140809347,0.0,0.009528267486032879,0.00026784462268346967
min,1.0,0.0,17932651.0,5.576420351904467e-06,0.0
25%,193.5,1.0,17932651.0,0.0010790373380935145,5.576420351904467e-06
50%,500.0,6.5,17932651.0,0.002788210175952234,3.624673228737904e-05
75%,2162.25,53.5,17932651.0,0.012057614905905435,0.000298338488826889
max,6809.0,213.0,17932651.0,0.03796984617611752,0.0011877775349556517
