metric,absolute_infections,absolute_deaths,population,relative_infections,relative_deaths
count,349.0,349.0,349.0,349.0,349.0
mean,214.77077363896848,8.349570200573066,2511917.0,0.008550074450667298,0.0003323983316555867
std,337.15954161151535,15.448408060261437,0.0,0.013422399769240596,0.0006150047179210713
min,1.0,0.0,2511917.0,3.9810232583321824e-05,0.0
25%,8.0,0.0,2511917.0,0.0003184818606665746,0.0
50%,40.0,1.0,2511917.0,0.001592409303332873,3.9810232583321824e-05
75%,315.0,8.0,2511917.0,0.012540223263746373,0.0003184818606665746
max,1594.0,82.0,2511917.0,0.06345751073781498,0.0032644390718323895
