metric,relative_humidity_surface,solar_radiation,surface_pressure,temperature_above_ground,total_precipiation,uv_index,wind_speed
count,375.0,375.0,375.0,375.0,375.0,375.0,375.0
mean,74.03086982133344,6522432.948907745,2334244.8961921777,9.338571034666698,0.0021302186666666664,15.496679991999981,3.544173160000001
std,13.15770852337001,6007937.010774542,21027.6725456955,7.425642871856581,0.0033759540984811542,13.955096144169971,1.3866617946924673
min,43.528424,138.681558,2255025.642364,-12.618285999999955,0.0,0.0,1.390981
25%,63.394743,1153924.2711855,2324076.1464085,3.784847500000012,4.95e-05,2.5611319999999997,2.5016344999999998
50%,76.157578,4620141.482516999,2336830.596575,9.279631999999992,0.0006129999999999999,13.546147,3.253875
75%,84.94168099999999,11309895.451236501,2348134.921801,15.106951500000037,0.00289,25.453616,4.3533705000000005
max,96.081521,22761196.738344,2388775.261893,26.165422000000035,0.01976,47.397715999999996,8.970429
