metric,absolute_infections,absolute_deaths,population,infections_(per_100.000),deaths_(per_100.000)
count,345.0,345.0,345.0,345.0,345.0
mean,553.0811594202899,21.6231884057971,4077937.0,13.562768611194578,0.5302482212402276
std,872.2290405667276,37.821221682700305,0.0,21.388977823020017,0.9274596856866661
min,1.0,0.0,4077937.0,0.024522203261109723,0.0
25%,14.0,0.0,4077937.0,0.34331084565553616,0.0
50%,71.0,2.0,4077937.0,1.7410764315387903,0.04904440652221945
75%,783.0,26.0,4077937.0,19.200885153448912,0.6375772847888528
max,3775.0,172.0,4077937.0,92.5713173106892,4.217818960910872
