metric,relative_humidity_surface,solar_radiation,surface_pressure,temperature_above_ground,total_precipiation,uv_index,wind_speed
count,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
mean,74.33211962183348,6678335.768992741,2379588.02280704,10.131258282666687,0.002205661166666666,16.05079979349997,3.503220837833331
std,13.595420725725875,6212939.972829661,51211.43750119511,7.1466098446945665,0.003438963892579806,14.51551739686586,1.4388365808853418
min,33.880265,0.0,2212828.379699,-12.618285999999955,0.0,0.0,1.091346
25%,64.2682125,1090175.586213,2343795.1874522497,4.687390250000064,5.4000000000000005e-05,2.50023125,2.4272264999999997
50%,76.4697575,4610295.8252895,2385826.28257,10.07864550000005,0.0006839999999999999,12.7201545,3.202055
75%,85.7031455,11509293.811844751,2422283.4761002497,15.722993999999986,0.0029065000000000002,27.398391999999998,4.2614275
max,98.264247,23708225.690317,2497243.298077,27.810922000000062,0.031971,52.792235,11.221876
