metric,absolute_infections,absolute_deaths,population,relative_infections,relative_deaths
count,5602.0,5602.0,5602.0,5602.0,5602.0
mean,426.7868618350589,12.12102820421278,5334550.420742592,0.00796651916390017,0.00023926462444154894
std,831.0958857287859,25.82384374389795,4858807.354097731,0.011501010787265837,0.0004489615637997348
min,1.0,0.0,682986.0,5.576420351904467e-06,0.0
25%,18.0,0.0,2143145.0,0.0005888020140740213,0.0
50%,95.0,1.0,3644826.0,0.0023601170297704666,3.452189931204759e-05
75%,396.0,10.0,7982448.0,0.011711150529677167,0.00029283177107583465
max,6809.0,213.0,17932651.0,0.0925713173106892,0.0042178189609108725
