,date,iso3166-2,RelativeHumiditySurface,SolarRadiation,Surfacepressure,TemperatureAboveGround,Totalprecipitation,UVIndex,WindSpeed
1998,2020-03-21,DE-BB,63.83955,7832644.5062770005,2455465.254331,276.467712,6.4e-05,10.859905,4.389653
2052,2020-03-22,DE-BB,54.037344,10289262.538914999,2469372.1011799998,274.22979399999997,2e-06,13.684910999999998,3.4546550000000003
2106,2020-03-23,DE-BB,49.005527,13135393.286216,2474949.5719310003,273.529865,0.0,14.499623000000001,2.4895110000000003
2160,2020-03-24,DE-BB,45.517466,13397984.691438999,2469422.957821,274.654242,0.0,15.13884,2.858788
2214,2020-03-25,DE-BB,40.944275,13122462.715289999,2458349.9672990004,276.29578599999996,0.0,15.254582000000001,3.744362
2268,2020-03-26,DE-BB,44.021993,13219557.068541,2447513.708072,278.12532799999997,0.0,16.012804,3.5960769999999997
2322,2020-03-27,DE-BB,50.757089,13007418.913131,2436225.023726,281.524581,0.0,16.270901000000002,3.010412
2376,2020-03-28,DE-BB,60.663881999999994,13612011.912378,2426746.2658169996,280.251414,0.0,17.132814,3.203794
2430,2020-03-29,DE-BB,72.695766,1885416.6429830003,2437323.033329,275.516681,0.002169,7.232739,4.653279
2484,2020-03-30,DE-BB,72.60640699999999,5552173.636392,2444523.597791,273.295669,0.001952,9.547827999999999,3.2509799999999998
2538,2020-03-31,DE-BB,64.573349,7049276.28471,2450460.529061,274.194151,0.00022999999999999998,12.916646,2.388109
2592,2020-04-01,DE-BB,58.396156999999995,10719673.242531,2427322.487823,276.637686,8e-06,14.742907,3.80304
2646,2020-04-02,DE-BB,60.841556000000004,6555323.3916650005,2405132.652774,279.350851,7.900000000000001e-05,11.154406,4.505145
2700,2020-04-03,DE-BB,56.041684,8828798.726588,2412467.724579,279.784212,0.000462,16.133568,4.8368970000000004
2754,2020-04-04,DE-BB,56.723870999999995,7216049.4265,2443135.936166,279.696729,4.6e-05,17.848858,1.822134
2808,2020-04-05,DE-BB,49.686954,15197052.567663,2450252.6088380003,282.19055099999997,0.0,19.596535,3.7728080000000004
2862,2020-04-06,DE-BB,42.151436,15905400.440623,2438801.316344,285.977596,0.0,20.091388000000002,3.839744
2916,2020-04-07,DE-BB,53.357362,15360172.142606,2453594.233555,286.032626,0.0,20.650515,3.009309
2970,2020-04-08,DE-BB,50.750069,15708783.983179001,2444759.10005,286.23613,0.0,20.796134,2.2237669999999996
3024,2020-04-09,DE-BB,58.340382,11197371.038161999,2437474.4492220003,284.552258,3.6e-05,20.910871,3.174825
3078,2020-04-10,DE-BB,57.86793,12859193.997991001,2443586.404218,281.920968,0.0,19.662817,2.093855
3132,2020-04-11,DE-BB,56.22054,15216301.315591,2443027.307369,281.614571,0.0,22.312578,1.515863
3186,2020-04-12,DE-BB,48.301226,16506126.323876001,2416708.210143,286.724705,9e-06,23.373588,2.598088
3240,2020-04-13,DE-BB,54.694862,9963508.754456,2415741.894991,280.677578,0.001097,17.530756,4.8346599999999995
3294,2020-04-14,DE-BB,52.672056999999995,9462517.020587,2432426.051845,278.747485,0.000154,22.283455,4.312506
3348,2020-04-15,DE-BB,55.80853199999999,12737144.077705,2431418.585363,281.98462,1e-06,18.131057000000002,4.755085
3402,2020-04-16,DE-BB,55.169516,14801058.479538001,2420772.566658,284.345886,0.0,19.929199,3.180584
3456,2020-04-17,DE-BB,55.911012,16355164.057996,2424099.2260229997,283.398033,0.0,22.707256,2.066632
3510,2020-04-18,DE-BB,41.914188,18079969.194326002,2425129.043246,283.311996,0.0,25.067035,2.808733
3564,2020-04-19,DE-BB,41.782821999999996,18227129.175747,2435680.616432,281.782844,1e-06,25.197088,4.167463
3618,2020-04-20,DE-BB,47.547833000000004,18466506.418278,2443798.527241,282.356649,0.0,25.859904999999998,4.027269
3672,2020-04-21,DE-BB,47.516574,18553746.389154002,2443699.814964,283.94475,0.0,26.280191,4.644680999999999
3726,2020-04-22,DE-BB,50.889882,18590440.619131,2443096.2678259998,284.825226,0.0,26.786091,3.398911
3780,2020-04-23,DE-BB,51.065818,18857960.398694,2432817.783329,286.313599,0.0,27.346473,1.8649580000000001
3834,2020-04-24,DE-BB,49.205159,12712681.748933,2401417.172985,286.77985099999995,0.0,24.890535,3.5914629999999996
3888,2020-04-25,DE-BB,57.370098999999996,4912296.471096,2405556.522345,283.70818199999997,0.00036899999999999997,20.66106,3.557833
3942,2020-04-26,DE-BB,54.030841,7611225.951292999,2407914.8885259996,284.277152,0.000312,26.356765999999997,1.847319
3996,2020-04-27,DE-BB,51.715796999999995,17359910.297514003,2400378.7279689997,286.616963,0.0,28.987949,1.982705
4050,2020-04-28,DE-BB,54.462491,12627847.432839999,2391110.2753580003,288.61809500000004,0.001219,24.875973000000002,2.567371
4104,2020-04-29,DE-BB,82.204625,3882905.047026,2393530.416332,284.861904,0.004343,14.61411,2.2760569999999998
4158,2020-04-30,DE-BB,77.16532099999999,4094089.705749,2390641.208888,286.163531,0.002306,16.11524,3.2761709999999997
4212,2020-05-01,DE-BB,65.556084,12966314.066784,2385546.703992,285.742719,0.001218,24.960582000000002,3.843817
4266,2020-05-02,DE-BB,79.846343,10185999.102561,2395435.309628,282.996335,0.00411,21.521214999999998,3.366014
4320,2020-05-03,DE-BB,74.73584,7755546.729286999,2419416.967926,283.295975,0.000575,18.794125,3.116104
4374,2020-05-04,DE-BB,80.962769,3649105.019332,2421994.96642,281.91212,0.004713,15.889279,1.978273
4428,2020-05-05,DE-BB,71.807879,14701677.302787,2426420.141225,280.344369,0.0016710000000000002,26.077329000000002,3.474546
4482,2020-05-06,DE-BB,56.999494999999996,15767687.593146,2433047.4513560003,283.894163,1e-06,31.576952000000002,4.0870690000000005
4536,2020-05-07,DE-BB,66.143203,9109540.574692,2433349.763809,283.532882,1.3000000000000001e-05,23.781572,3.208414
4590,2020-05-08,DE-BB,54.083298,17619074.653025,2423987.819232,286.833258,0.0,28.824002,2.137586
4644,2020-05-09,DE-BB,51.034508,18530368.498619,2416300.828333,288.776486,2.7000000000000002e-05,31.461461,1.821795
4698,2020-05-10,DE-BB,62.695016,14171997.088125,2395671.6201979998,290.332855,0.000657,26.065277,2.485941
4752,2020-05-11,DE-BB,82.644472,335271.055433,2399945.8757849997,280.049739,0.005741,15.076073000000001,4.248175
4806,2020-05-12,DE-BB,63.58489300000001,10405634.844841,2417709.293937,279.803392,0.000766,26.209139,3.801511
4860,2020-05-13,DE-BB,60.996648,10700373.763871001,2411546.016257,282.596925,0.000796,27.130053000000004,2.322571
4914,2020-05-14,DE-BB,61.23049,13838681.305046,2422724.122395,282.300241,0.000314,31.116495,2.705365
4968,2020-05-15,DE-BB,57.87067,13215943.468992999,2426131.0148759997,282.461756,2.4e-05,30.592518,2.851426
5022,2020-05-16,DE-BB,55.591432999999995,7579631.08599,2430028.861348,284.83265,9.8e-05,29.452171999999997,3.780878
5076,2020-05-17,DE-BB,53.417303000000004,13020809.608083999,2430920.0112349996,286.500205,0.000297,35.709013,3.751589
5130,2020-05-18,DE-BB,55.525626,5255058.524181,2430427.436982,288.832159,0.000206,22.51996,3.4713
5184,2020-05-19,DE-BB,66.084464,3912383.115585,2428477.748807,288.23389,0.000361,20.587748,3.3190470000000003
5238,2020-05-20,DE-BB,54.937391000000005,16637688.113231,2434345.1826509996,287.701838,2.3e-05,36.223199,2.327561
5292,2020-05-21,DE-BB,49.715771999999994,18059153.014310997,2438519.0048330002,287.581025,0.0,36.025358000000004,2.123484
5346,2020-05-22,DE-BB,49.121866,11130803.11524,2431847.281321,289.556727,0.003588,25.95531,3.2587900000000003
5400,2020-05-23,DE-BB,73.236,2534897.431725,2428882.2845220002,287.860659,0.003168,20.219182,3.350654
5454,2020-05-24,DE-BB,76.988537,9231037.961461,2438073.02247,285.274208,0.005855,22.206879,4.059496
5508,2020-05-25,DE-BB,81.43360200000001,4396374.960426,2448686.073688,284.847248,0.001741,19.225709,3.7432440000000002
5562,2020-05-26,DE-BB,67.728087,13038365.734246,2462573.895619,287.05402599999996,0.000526,37.173738,2.323293
5616,2020-05-27,DE-BB,58.711240000000004,13140188.686668,2456532.7252700003,289.035553,0.0007440000000000001,37.364298,2.260825
5670,2020-05-28,DE-BB,60.026646,15521312.089631,2452099.0650259997,287.621757,0.000811,34.938489000000004,3.649663
5724,2020-05-29,DE-BB,54.911912,14419796.015064001,2448847.749749,287.43537599999996,0.000123,37.650515000000006,2.738635
5778,2020-05-30,DE-BB,54.48804200000001,10752658.638589,2439205.685413,286.804057,7.2e-05,33.788602000000004,3.870446
5832,2020-05-31,DE-BB,59.553052,11690121.943133,2433576.246297,288.44437,0.000239,33.734621999999995,4.179947
5886,2020-06-01,DE-BB,52.218564,22172374.595029,2436862.867625,289.950042,0.0,43.718554,3.331107
5940,2020-06-02,DE-BB,51.042578999999996,19872645.962089002,2420311.326764,291.88006,0.000642,42.907607,2.774628
5994,2020-06-03,DE-BB,52.378198,19767456.193322,2394555.394175,291.186037,5.6000000000000006e-05,41.429074,2.128052
6048,2020-06-04,DE-BB,67.37357,7995731.838125,2370176.762679,290.19802799999997,0.007474,25.67989,2.981746
6102,2020-06-05,DE-BB,72.461851,10626511.738765,2369373.8875220004,287.102016,0.002124,26.073311999999998,4.116603
6156,2020-06-06,DE-BB,64.564622,11886753.065653998,2387073.070926,286.508559,0.000687,34.351996,4.228948
6210,2020-06-07,DE-BB,71.642359,3388395.6429669997,2400431.776425,287.543775,0.002311,28.279187,2.459374
6264,2020-06-08,DE-BB,60.775725,9769057.611474,2413975.639907,289.170913,0.000271,37.52473,1.8867029999999998
6318,2020-06-09,DE-BB,59.063015,10923292.792492999,2419904.260043,290.199593,0.00029,34.340196,2.431073
6372,2020-06-10,DE-BB,63.859187,8659600.169344999,2414543.5481419996,289.952319,0.001228,27.445141999999997,3.20173
6426,2020-06-11,DE-BB,85.866192,1978206.739471,2407789.293937,290.266963,0.004462,22.220437,2.204048
6480,2020-06-12,DE-BB,76.924858,11262174.765000999,2408369.915955,293.456846,0.000588,34.068290000000005,2.547271
6534,2020-06-13,DE-BB,80.676615,13519008.385639,2407771.88363,294.542594,0.00692,37.194326000000004,2.993957
6588,2020-06-14,DE-BB,72.193737,10059276.190058,2411069.369382,293.214075,0.001189,29.942003999999997,3.186784
6642,2020-06-15,DE-BB,58.866684,15252420.567410998,2416378.667148,292.458949,8e-06,44.824754999999996,2.493216
6696,2020-06-16,DE-BB,58.951611,16702153.944514,2414822.481044,293.346165,2.8999999999999997e-05,40.623399,1.5195379999999998
6750,2020-06-17,DE-BB,55.207853,13300108.720562,2408250.948155,295.333972,1.2e-05,41.154657,2.095671
6804,2020-06-18,DE-BB,70.449839,10846221.703364,2405028.555674,293.31953599999997,0.0036630000000000005,27.588752000000003,2.7184009999999996
6858,2020-06-19,DE-BB,85.627862,1215512.125636,2411454.945393,290.605408,0.004726,21.351996,3.112131
6912,2020-06-20,DE-BB,81.41131,1231008.668956,2420629.0213409998,290.08059,0.005037,21.749435000000002,4.667516
6966,2020-06-21,DE-BB,74.976895,6557599.821767,2425255.347602,290.953768,0.0043170000000000005,25.675872000000002,3.408356
7020,2020-06-22,DE-BB,61.500321,18192218.876726,2432598.400389,292.605585,7.4e-05,44.675872,3.163846
7074,2020-06-23,DE-BB,55.768863,20038876.926186,2440740.209578,291.59549300000003,2e-06,45.355762,2.862314
7128,2020-06-24,DE-BB,64.787662,9761550.817098,2440106.25069,292.673341,0.0013779999999999999,36.708009000000004,2.385889
7182,2020-06-25,DE-BB,63.507358999999994,13492038.731609,2432345.665202,295.47995099999997,0.00133,39.941752,3.2142619999999997
7236,2020-06-26,DE-BB,70.01049599999999,14781634.53176,2417779.406729,295.04220699999996,0.0034909999999999997,38.323625,2.477198
7290,2020-06-27,DE-BB,63.389563,17891075.641978,2405722.944075,296.715913,0.000118,43.553352000000004,2.3856439999999997
7344,2020-06-28,DE-BB,70.193789,10135639.674742999,2410894.189995,294.901092,0.002124,28.422295000000002,2.8852580000000003
7398,2020-06-29,DE-BB,66.209447,11054070.962089,2407890.132689,291.730474,0.001623,33.503640000000004,2.00975
7452,2020-06-30,DE-BB,54.707429000000005,9206614.635513,2401383.398067,291.620906,0.00011899999999999999,36.335426,4.5755930000000005
7506,2020-07-01,DE-BB,71.459241,4348853.795914,2398641.174554,292.854555,0.009616,27.935225,3.5941129999999997
7560,2020-07-02,DE-BB,71.967016,13233724.786091,2405117.315905,292.72011299999997,0.0017350000000000002,35.645744,2.812757
7614,2020-07-03,DE-BB,66.08505600000001,11891069.268893,2417592.102373,291.980479,0.001936,37.288476,3.475832
7668,2020-07-04,DE-BB,57.926818000000004,13945193.560068,2415200.150891,293.600438,0.002991,33.9764,4.3298559999999995
7722,2020-07-05,DE-BB,66.383748,3152372.400044,2404375.967236,295.233821,0.00135,28.478785,5.057383
7776,2020-07-06,DE-BB,62.967729000000006,14900917.782325,2408279.670537,290.520755,0.0009539999999999999,40.968868,5.355722
7830,2020-07-07,DE-BB,62.068752,7858415.251946,2422551.651644,288.768099,0.00112,36.029626,3.9723040000000003
7884,2020-07-08,DE-BB,76.10834200000001,4994789.042964,2418650.839568,287.714807,0.0016059999999999998,25.753452,2.778892
7938,2020-07-09,DE-BB,84.950902,1614192.582009,2413318.3188549997,289.57344,0.008606,22.634697,2.6538009999999996
7992,2020-07-10,DE-BB,79.041848,7019316.3108210005,2406983.563645,291.25473999999997,0.004076,25.841326000000002,3.7055620000000005
8046,2020-07-11,DE-BB,65.357574,12204150.43761,2434363.644928,288.301525,0.00010400000000000001,39.507406,2.956298
8100,2020-07-12,DE-BB,61.874327,12533344.220939,2444413.601745,288.642767,0.000123,41.866432,2.725359
8154,2020-07-13,DE-BB,57.835243000000006,9939124.158047,2436093.1977150002,290.742129,0.0,38.790359,1.745443
8208,2020-07-14,DE-BB,51.327723,15114701.689681,2415423.7875349997,293.948329,0.00010700000000000001,39.818227,2.5293069999999997
8262,2020-07-15,DE-BB,83.229067,3329285.590015,2411418.5507779997,289.380667,0.007125,23.407984,2.028479
8316,2020-07-16,DE-BB,75.366721,13341773.840321,2418698.360469,289.258769,0.0025670000000000003,31.989203999999997,2.361034
8370,2020-07-17,DE-BB,77.020137,6636611.554355999,2426427.080781,289.717652,0.0010199999999999999,25.357771,2.373949
8424,2020-07-18,DE-BB,67.567324,11063165.004519,2427536.203615,293.199094,0.000152,40.824504,1.3612959999999998
8478,2020-07-19,DE-BB,63.760226,16441100.798895001,2418721.716796,295.575805,0.0017670000000000001,35.932965,1.6844139999999999
8532,2020-07-20,DE-BB,72.310771,9828394.166206,2420507.7094529998,292.466025,0.007917,31.510921000000003,2.730208
8586,2020-07-21,DE-BB,59.410722,13230501.790359,2432249.733241,290.282094,8.6e-05,41.354005,2.885336
8640,2020-07-22,DE-BB,58.485812,11285693.594025,2432289.453678,289.871349,0.000305,36.722069,2.47949
8694,2020-07-23,DE-BB,58.902779,10572921.580279,2420837.619508,290.641232,0.0007019999999999999,35.760482,1.767448
8748,2020-07-24,DE-BB,54.5938,14144625.596660998,2406117.733116,293.292803,0.00044400000000000006,30.784333,3.4038769999999996
8802,2020-07-25,DE-BB,64.303838,10866827.391414,2410486.797828,293.237256,0.000434,29.772784,1.845231
8856,2020-07-26,DE-BB,78.86984100000001,5188444.832162,2409193.515127,291.726928,0.004982,26.493848999999997,2.554894
8910,2020-07-27,DE-BB,67.70926899999999,9753672.862039,2418314.8433970003,293.30006099999997,0.00042199999999999996,28.945518,2.0031779999999997
8964,2020-07-28,DE-BB,56.07258,12269012.498619,2405057.389468,295.49764300000004,0.00038199999999999996,32.129048,3.966675
9018,2020-07-29,DE-BB,54.952589,11238219.656289,2423007.8204240003,291.415375,3.9e-05,33.354507,3.875599
9072,2020-07-30,DE-BB,55.41954499999999,17749728.434848,2429769.664951,290.6641,1.9e-05,38.41401,2.78357
9126,2020-07-31,DE-BB,56.04418100000001,20058039.127793,2426376.287786,292.531431,0.0,39.884007000000004,2.401063
9180,2020-08-01,DE-BB,51.96328,17928231.817474,2419052.70054,295.091326,0.000218,40.696711,2.486242
9234,2020-08-02,DE-BB,73.214233,4627618.493472001,2411489.107394,293.28662,0.00519,24.887271,2.0468029999999997
9288,2020-08-03,DE-BB,73.17309399999999,6484411.588015,2409267.884195,290.919383,0.00108,24.965604000000003,2.6857919999999997
9342,2020-08-04,DE-BB,66.062129,7414179.491778,2416129.211461,290.133806,0.00023999999999999998,28.842832,2.1969849999999997
9396,2020-08-05,DE-BB,53.946282,18257624.502635997,2426525.784773,292.946556,0.0,38.193573,2.202012
9450,2020-08-06,DE-BB,50.154539,19547264.437861,2433781.9796639998,295.660538,0.0,40.715792,2.400863
9504,2020-08-07,DE-BB,55.887280000000004,13561397.761737,2433406.390723,298.179125,9e-06,40.173738,1.978178
9558,2020-08-08,DE-BB,50.299934,16309581.130554998,2428920.033015,300.353165,5.2000000000000004e-05,40.005523,1.8496169999999998
9612,2020-08-09,DE-BB,56.27944,11968090.21165,2424272.8872080003,299.330182,0.0011300000000000001,30.264625,2.128427
9666,2020-08-10,DE-BB,68.29749699999999,9914641.238325,2424858.586493,296.753896,0.00243,31.666081,2.18438
9720,2020-08-11,DE-BB,56.446605000000005,17224735.78584,2428695.527743,297.875028,0.000102,38.292493,3.190667
9774,2020-08-12,DE-BB,47.623865,18405486.598795,2426672.407984,297.126484,0.0,37.792367999999996,2.9021939999999997
9828,2020-08-13,DE-BB,52.398738,14767185.866682999,2416433.9830529997,296.85964,0.000753,31.223952,2.274342
9882,2020-08-14,DE-BB,61.446792,5942980.424492,2412888.54582,295.928157,0.002293,27.415014000000003,2.0784849999999997
9936,2020-08-15,DE-BB,59.492203,13852618.205624,2416186.579651,296.574175,0.000389,33.387396,1.832532
9990,2020-08-16,DE-BB,49.027885999999995,18259549.609842002,2415050.070926,296.887738,0.0,36.054733,2.969548
10044,2020-08-17,DE-BB,51.522778,14727747.78835,2405023.877605,296.860275,0.00025499999999999996,34.5177,2.568152
10098,2020-08-18,DE-BB,78.543089,2844156.5585459997,2404074.689367,293.518273,0.005877,19.844087,2.349157
10152,2020-08-19,DE-BB,71.604588,12717088.733617999,2406718.553038,293.533452,0.000455,31.788099,1.955655
10206,2020-08-20,DE-BB,61.466629000000005,9064800.388401,2407737.758285,296.204944,2e-06,25.591765,2.264078
10260,2020-08-21,DE-BB,54.630756000000005,13681810.196961999,2407898.005461,299.900578,0.000429,29.240522,2.671601
10314,2020-08-22,DE-BB,75.73554399999999,2659331.853157,2413474.101431,295.139496,0.0033590000000000004,18.395933,2.9005419999999997
10368,2020-08-23,DE-BB,64.242272,10669690.862414999,2414243.640346,292.64687799999996,0.000546,27.713281,3.8176059999999996
10422,2020-08-24,DE-BB,70.912961,7281006.347728,2414457.4963599998,290.810988,0.0015019999999999999,18.860657999999997,3.3528309999999997
10476,2020-08-25,DE-BB,65.551344,7909247.213533,2408516.146309,291.076398,0.000978,26.57645,2.838017
10530,2020-08-26,DE-BB,75.15799799999999,1914450.286444,2391224.190874,290.703258,0.009158,17.178007,6.381385
10584,2020-08-27,DE-BB,71.910332,6101529.753327,2410725.923236,289.29675299999997,0.00043099999999999996,17.890033,5.209379
10638,2020-08-28,DE-BB,75.319271,4538705.121956,2392565.54833,289.860414,0.003868,16.527492000000002,2.7870209999999997
10692,2020-08-29,DE-BB,67.83761,6222875.894489,2393593.569106,291.307683,0.000285,19.743409,2.604931
10746,2020-08-30,DE-BB,76.74588299999999,3904354.136457,2400981.385011,290.692775,0.010362999999999999,17.002511,2.1282229999999998
10800,2020-08-31,DE-BB,79.963974,6881793.3307179995,2417804.244163,289.73625499999997,0.004526,19.628672,2.6152900000000003
10854,2020-09-01,DE-BB,74.66249,6634749.066203,2423707.191313,287.422013,0.00020299999999999997,19.702988,2.252832
10908,2020-09-02,DE-BB,82.894448,5641178.728408,2421336.5097919996,287.379456,0.0038619999999999995,14.760231,2.560909
10962,2020-09-03,DE-BB,69.614249,9859660.096284,2426046.249874,290.127833,0.0059240000000000004,24.501883,3.3128319999999998
11016,2020-09-04,DE-BB,81.915705,2879795.540265,2427210.859905,291.288709,0.002202,18.308812,3.172389
11070,2020-09-05,DE-BB,85.97399899999999,1005485.9387549999,2419960.4752700003,288.65306499999997,0.003522,13.852623999999999,2.503911
11124,2020-09-06,DE-BB,73.127697,9572277.804419,2425230.715353,287.287468,0.000122,23.507154999999997,2.947323
11178,2020-09-07,DE-BB,74.16533299999999,9022193.683907,2436066.96165,287.10486099999997,0.000267,22.301029,2.428544
11232,2020-09-08,DE-BB,70.818422,3790183.7816660004,2438325.845908,289.51115699999997,3.8e-05,16.010545,3.699443
11286,2020-09-09,DE-BB,74.22545600000001,5017974.147596,2427584.652837,292.29895,0.001015,17.371328,3.5030089999999996
11340,2020-09-10,DE-BB,72.18464499999999,7108882.865553999,2430581.1148,287.65747799999997,0.000202,22.22119,2.686514
11394,2020-09-11,DE-BB,68.367308,8690392.797389,2424581.436103,288.317527,1.6e-05,22.384133,1.745652
11448,2020-09-12,DE-BB,66.375874,12708297.503891999,2425805.9298900003,290.54689,0.0,23.562139000000002,3.056518
11502,2020-09-13,DE-BB,70.245611,10573948.333417,2441997.557871,290.335908,0.0,21.336681,2.597501
11556,2020-09-14,DE-BB,67.37560699999999,12363749.961586999,2445048.8844459997,293.308434,0.0,21.846096,1.697055
11610,2020-09-15,DE-BB,65.465556,12111010.862164,2431439.670914,295.241178,0.0,19.425307999999998,2.377147
11664,2020-09-16,DE-BB,65.941867,8785645.79877,2423276.226337,294.50469300000003,5e-05,19.182024,2.765751
11718,2020-09-17,DE-BB,61.57031800000001,9051901.206125999,2447876.548833,287.17874700000004,5e-05,20.522722,3.2832019999999997
11772,2020-09-18,DE-BB,63.137792000000005,12220940.91765,2450597.881434,284.854784,0.0,19.0118,1.610952
11826,2020-09-19,DE-BB,59.46320600000001,8651509.519709,2437010.923111,286.233696,0.0,12.614361,2.430556
11880,2020-09-20,DE-BB,59.900234999999995,9796249.294564,2428815.148883,287.739839,6e-06,18.549084,2.4675849999999997
11934,2020-09-21,DE-BB,64.786011,11646690.831534,2422847.74818,288.59366600000004,0.0,18.165453,1.9430330000000002
11988,2020-09-22,DE-BB,66.571308,11224135.812202001,2406495.7889779997,290.564437,0.0,17.953553,1.922782
12042,2020-09-23,DE-BB,66.34,9519208.315089,2393688.911624,291.689056,0.000239,16.107959,1.9505810000000001
12096,2020-09-24,DE-BB,66.58780300000001,5661051.3653029995,2390807.456503,289.950792,0.0007160000000000001,12.92468,3.098861
12150,2020-09-25,DE-BB,86.926627,679173.310019,2375162.760984,286.213803,0.014549000000000001,7.670349000000001,2.260052
12204,2020-09-26,DE-BB,92.352115,11306.210464,2368914.6169970003,283.297743,0.024186000000000003,6.923172999999999,3.812046
12258,2020-09-27,DE-BB,86.865044,620492.024331,2392798.391727,282.76714599999997,0.0028280000000000002,8.109716,2.089604
12312,2020-09-28,DE-BB,75.062729,8191675.270900999,2409841.599925,285.89984599999997,0.00031099999999999997,15.116997,2.085902
12366,2020-09-29,DE-BB,78.558677,4294715.242845,2420108.0048330002,286.10476600000004,0.00018600000000000002,10.199598,1.36827
