metric,absolute_infections,absolute_deaths,population,infections_(per_100.000),deaths_(per_100.000)
count,353.0,353.0,353.0,353.0,353.0
mean,142.46742209631728,3.464589235127479,1841179.0,7.737836576254533,0.18817231975421606
std,159.97545865902393,5.285004344798864,0.0,8.68875099373955,0.28704457007161516
min,1.0,0.0,1841179.0,0.05431302442619648,0.0
25%,14.0,0.0,1841179.0,0.7603823419667506,0.0
50%,77.0,1.0,1841179.0,4.182102880817129,0.05431302442619648
75%,224.0,6.0,1841179.0,12.16611747146801,0.32587814655717884
max,630.0,32.0,1841179.0,34.21720538850378,1.7380167816382874
