metric,relative_humidity_surface,solar_radiation,surface_pressure,temperature_above_ground,total_precipiation,uv_index,wind_speed
count,375.0,375.0,375.0,375.0,375.0,375.0,375.0
mean,73.76132049866663,6687323.118861591,2350135.240094827,9.911952410666688,0.002222474666666667,15.998794621333326,3.3385217600000017
std,14.291435229425517,6339406.473764117,21279.99383070959,7.201460745636929,0.0032311141608759647,14.381849581240097,1.3269091777589612
min,38.959564,1230.812149,2267376.4080209997,-10.788624999999968,0.0,0.0,1.424166
25%,62.6909275,985537.6607220001,2340875.2677380005,4.322907500000014,4.4999999999999996e-05,3.0592815,2.3266435
50%,76.401262,4306662.264265,2353342.969804,10.113031000000035,0.000722,11.527973,3.038423
75%,85.7532005,11576179.444053,2364012.087208,15.556539500000042,0.0032865000000000004,27.089662500000003,4.084331000000001
max,96.396279,22948418.830678,2402777.185161,26.267697999999996,0.019356,47.113375,8.448642999999999
