metric,absolute_infections,absolute_deaths,population,relative_infections,relative_deaths
count,339.0,339.0,339.0,339.0,339.0
mean,173.0796460176991,6.76401179941003,2208321.0,0.00783761264860041,0.0003062965845730775
std,260.6829721729815,12.742688000077376,0.0,0.011804577874909555,0.0005770306037970645
min,1.0,0.0,2208321.0,4.528327177072536e-05,0.0
25%,7.0,0.0,2208321.0,0.00031698290239507755,0.0
50%,26.0,0.0,2208321.0,0.0011773650660388594,0.0
75%,281.0,6.0,2208321.0,0.012724599367573827,0.00027169963062435214
max,1077.0,75.0,2208321.0,0.04877008369707121,0.0033962453828044023
