metric,relative_humidity_surface,solar_radiation,surface_pressure,temperature_above_ground,total_precipiation,uv_index,wind_speed
count,375.0,375.0,375.0,375.0,375.0,375.0,375.0
mean,73.33916398666668,7048610.858845281,2346300.8297308213,10.469205133333361,0.002231090666666666,17.668161317333336,3.3601173466666667
std,15.603717077129433,6621513.601697307,21115.609435854738,7.1021287208358235,0.003259351468790252,15.441067745654136,1.3918575792997279
min,35.617348,755.3218730000001,2261111.321896,-7.741042999999991,0.0,0.0,1.3825479999999999
25%,60.694377499999995,1236812.257735,2337658.5115035,4.8108025000000225,3.7000000000000005e-05,3.9248309999999997,2.311427
50%,75.727323,4706653.5672349995,2349400.551864,10.21874200000002,0.000776,13.461325,3.0191790000000003
75%,87.0578915,11960015.4218565,2360039.9123365004,16.310378500000013,0.0031219999999999998,30.855612999999998,4.142685
max,97.12929100000001,23472756.535501998,2396631.775684,26.894543999999996,0.020000999999999998,48.600159000000005,8.554511999999999
