metric,absolute_infections,absolute_deaths,population,relative_infections,relative_deaths
count,355.0,355.0,355.0,355.0,355.0
mean,357.45352112676056,7.6845070422535215,3644826.0,0.009807149123902237,0.00021083330294103256
std,470.3047214580164,12.964168872104443,0.0,0.012903351804942573,0.0003556869071967893
min,1.0,0.0,3644826.0,2.7436151958968686e-05,0.0
25%,42.0,0.0,3644826.0,0.0011523183822766847,0.0
50%,111.0,1.0,3644826.0,0.003045412867445524,2.7436151958968686e-05
75%,476.5,9.0,3644826.0,0.013073326408448578,0.0002469253676307182
max,1683.0,67.0,3644826.0,0.0461750437469443,0.001838222181250902
