metric,absolute_infections,absolute_deaths,population,relative_infections,relative_deaths
count,345.0,345.0,345.0,345.0,345.0
mean,553.0811594202899,21.6231884057971,4077937.0,0.01356276861119458,0.0005302482212402277
std,872.2290405667276,37.821221682700305,0.0,0.021388977823020003,0.0009274596856866664
min,1.0,0.0,4077937.0,2.4522203261109726e-05,0.0
25%,14.0,0.0,4077937.0,0.00034331084565553615,0.0
50%,71.0,2.0,4077937.0,0.0017410764315387904,4.904440652221945e-05
75%,783.0,26.0,4077937.0,0.019200885153448914,0.0006375772847888527
max,3775.0,172.0,4077937.0,0.0925713173106892,0.0042178189609108725
