metric,absolute_infections,absolute_deaths,population,infections_(per_100.000),deaths_(per_100.000)
count,355.0,355.0,355.0,355.0,355.0
mean,357.45352112676056,7.6845070422535215,3644826.0,9.807149123902226,0.2108333029410326
std,470.3047214580164,12.964168872104443,0.0,12.903351804942577,0.35568690719678914
min,1.0,0.0,3644826.0,0.027436151958968685,0.0
25%,42.0,0.0,3644826.0,1.1523183822766847,0.0
50%,111.0,1.0,3644826.0,3.045412867445524,0.027436151958968685
75%,476.5,9.0,3644826.0,13.07332640844858,0.24692536763071818
max,1683.0,67.0,3644826.0,46.1750437469443,1.8382221812509019
